Gene_Symbol	P-Pm-01-02_FPKM	P-Pm-01-03_FPKM	P-Pm-1-01_FPKM	P-Pm-1-02_FPKM	P-Pm-1-03_FPKM	P-Pm-10-01_FPKM	P-Pm-10-02_FPKM	P-Pm-C-01_FPKM	P-Pm-C-02_FPKM	P-Pm-C-03_FPKM	P-Pp-01-01_FPKM	P-Pp-01-02_FPKM	P-Pp-01-03_FPKM	P-Pp-1-01_FPKM	P-Pp-1-02_FPKM	P-Pp-1-03_FPKM	P-Pp-10-01_FPKM	P-Pp-10-02_FPKM	P-Pp-10-03_FPKM	P-Pp-C-01_FPKM	P-Pp-C-02_FPKM	P-Pp-C-03_FPKM
ALDH3A1	0.0	0.0	0.0	0.0	0.0	0.077919	0.092395	0.015355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21451	0.159842	0.240557	0.019074	0.05037	0.045959
ALDH1B1	13.444456	13.097475	13.886539	14.944525	14.770651999999998	10.120653	9.255702	13.878778	13.741285	13.231587	13.914685999999998	13.374069	14.487056	14.082443	14.262039	13.365355	10.108604	10.514814	9.503725	14.180132	13.665516	14.573454000000002
ALDH1A3	4.046576	3.595701	4.978523	4.314682	4.41326	10.316505	11.373559	2.989785	4.348358	4.024553	5.461444	5.149563	4.315854	5.104588	5.339029	4.4227620000000005	11.068273	10.615125	10.579813	4.6005650000000005	4.71926	4.825583
ALDH3B1	5.606582	6.134566	4.554333	6.270999	5.2736519999999985	10.446065	10.134271	6.893758999999998	6.127637	6.699491	6.0668940000000005	5.469776	6.706346000000001	5.470173	5.742224	6.626134	9.474734	11.057997	10.503327	6.085149	6.452331	6.41603
ALDH9A1	26.40298	27.17081	28.776082	30.778057	29.771622	22.202536	23.035049	25.554231	28.151551	26.514101	27.671971000000006	29.208929	29.841046	26.540921	27.776671	29.9857	22.112946	22.203648	20.706469	27.372439	25.558697	28.037957
ALDH3A2	4.456683	4.437954	4.827668	4.895804	4.9125489999999985	9.929073	10.355	4.258319	4.786446	4.4267970000000005	4.852571	5.711608999999998	5.140192	4.857263	5.281201	5.016056	10.589548	11.521058	9.927483	4.945838	4.690965	5.910255
ALDOA	411.516575	414.790408	420.17079400000006	427.00775	431.31121	527.4091530000002	560.255233	494.709575	437.943922	421.981323	441.509735	393.165451	443.680331	469.091828	435.045462	436.828206	546.921167	575.191725	517.355964	479.275682	448.980092	451.162957
ALDOC	7.055875	6.358351	6.550511	7.603144	6.523315	26.284270000000006	22.932555	7.4248949999999985	7.353781	6.781666	6.7266710000000005	6.030449	7.194595	7.0066440000000005	6.557422	7.932202	22.791337	24.711979	24.826704	6.733217	7.463533	5.593396
AKR1B1	45.968591	51.694789	44.544075	50.145766	53.261233	59.003888	53.864764	49.464881	50.244967	47.727528	54.699388	50.315874	55.02324	49.787385	55.203774	48.371754	57.954197	58.488525	55.40912	57.65630600000001	55.33844200000001	56.663167
ALOX5AP	0.0	0.117132	0.0	0.107734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.068268	0.066574	0.0	0.0	0.0	0.0	0.0	0.0	0.098378	0.0	0.125146
ALPL	0.966344	0.8586860000000001	0.921213	0.8820479999999999	0.629796	0.98012	0.8196450000000001	1.176612	0.996944	0.727282	0.555439	0.287421	0.6472289999999999	0.432405	0.5933689999999999	0.543317	0.8998520000000001	0.712413	1.082129	0.68775	0.678425	0.48489
AMD1	33.144220000000004	38.098413	40.058802	37.629932	39.613475	29.743036	28.882671	27.592389	38.207574	36.610971	37.732553	41.709687	38.808613	38.087847	38.166132	39.613961	33.901886	31.194451	31.555189	31.819502000000004	35.593598	39.857931
AMFR	17.076673	17.619092000000006	18.56498	17.563728	16.868185999999998	21.398395	20.644753	17.607832000000005	17.214992000000002	16.216173	16.173348	15.27206	16.178914000000002	16.457853	16.696620000000006	17.493599	21.507834	21.630354	21.617842	17.235008999999998	16.473654	17.182741
AMH	0.087024	0.141259	0.066357	0.286812	0.264359	0.044735	0.043372	0.278712	0.139491	0.10905	0.204166	0.151872	0.098507	0.147342	0.175319	0.185752	0.06972300000000001	0.016766999999999997	0.032272	0.154951	0.369671	0.10731
AMPD2	18.28741	16.906097	17.606681	17.341043	18.076273	21.933258	20.351345	18.811749	16.960688	17.746551999999994	18.923423	15.171246	18.613048000000006	20.226191	18.379467	18.282516	22.892724	22.919618	23.70066	19.191606	18.690775	19.902888
AMPD3	1.744359	2.0792490000000003	2.03496	2.034022	1.981228	4.1821480000000015	3.942758	1.87637	1.685314	1.969501	2.67548	2.730373	2.7657	2.429076	2.40397	2.463938	4.388632	4.899317	3.850948	2.197627	2.543396	2.235463
AMPH	0.150419	0.225151	0.314311	0.218223	0.07861	0.067561	0.090945	0.323274	0.12021099999999997	0.14161	0.342433	0.181709	0.113743	0.105877	0.127874	0.0911	0.07929	0.038331	0.08368300000000001	0.177572	0.166549	0.325192
BIN1	19.726225	19.481007	20.975011	18.74346	19.72204	21.984404	21.619599	21.909514	20.391526	18.485126	20.49136	17.874367000000003	19.856296	20.409181	22.158954	20.231618	22.710926	23.947674	22.640064	21.587018	21.765139	21.447517
AMT	0.863784	0.952302	0.734464	0.882517	1.034145	1.897717	1.7622970000000002	1.656943	1.125529	1.192487	0.955679	0.694666	1.215436	1.034291	1.150017	1.198875	1.360443	1.280602	1.861462	1.21906	1.149083	1.169579
AMY2B	0.909147	0.392968	0.623206	0.503758	0.682673	0.989467	0.806349	0.4781510000000001	0.623287	0.597445	0.667662	0.646428	0.455057	0.444022	0.346658	0.5912270000000001	1.029447	0.998267	0.942277	0.279233	0.353779	0.612563
ANG	0.8504709999999999	1.564565	1.036817	0.578225	1.010054	1.180866	0.92599	1.33576	1.053649	1.034479	1.400616	0.7870699999999999	1.484568	0.716384	1.164797	1.3167879999999998	1.03077	1.444587	1.662419	1.163515	0.846937	1.324095
ANGPT1	1.506224	2.209866	1.837852	2.129815	1.938282	0.86539	0.8271639999999999	1.339938	2.256202	2.092604	1.918165	2.044302	1.50715	1.482342	1.597509	1.455592	1.129968	0.813652	1.078692	1.215768	1.888527	1.680621
ANGPT2	8.691436999999999	8.653717	9.146992	9.18646	10.282245	25.488795	27.45226	7.330151	8.00625	7.611371000000001	19.523023	23.530444	20.60032	21.446335	21.203351	19.171252	30.50668	27.810084000000003	28.254643	17.825733	17.642539000000006	18.566378
ANK1	0.655419	0.847138	0.720164	0.758533	0.792132	0.600126	0.587601	0.8665219999999999	0.770143	0.8294549999999999	0.776093	0.866518	0.955153	0.48934	0.727857	0.821779	0.705318	0.576783	0.707184	0.8886040000000001	0.742835	0.8740030000000001
ANK2	0.196677	0.205078	0.243904	0.271894	0.23118400000000006	0.121163	0.110105	0.229713	0.202688	0.130432	0.169493	0.180209	0.238909	0.199568	0.16531600000000002	0.181655	0.053716	0.087146	0.112835	0.215283	0.148783	0.15398299999999998
ANK3	1.065422	1.064622	0.965353	1.057784	1.28822	2.524263	2.410389	0.899388	0.960942	0.655583	1.183828	1.590803	1.406462	1.412722	0.949738	1.609037	2.655425	2.2987330000000004	2.106731	1.319813	1.256308	1.412779
ANPEP	94.356666	89.778879	86.289345	86.22241600000002	85.36555200000002	51.675699	50.935881	99.109463	88.207487	94.347608	100.846962	83.928962	103.618547	101.066601	100.85718	95.424159	53.832885	55.289875	52.044646	113.761215	108.506351	105.223671
SLC25A4	2.420373	2.19667	2.42971	2.559716	2.9540580000000003	2.539548	2.716166	2.571018	2.465235	2.5749	2.636282	2.177743	2.4750810000000003	2.243105	2.605861	3.116202	2.925761	2.240739	3.081661	2.771914	2.425672	2.820002
SLC25A5	160.990173	163.768509	158.06517	171.789307	165.248749	146.513031	144.732437	169.09712199999996	170.212494	157.78689599999996	168.05033899999995	165.743256	157.536667	167.433807	168.36274699999996	163.759857	138.249985	133.41043100000002	131.905228	169.609894	161.12338300000005	164.044342
SLC25A6	155.729141	150.025253	162.100372	154.67524699999996	159.362061	185.808289	181.58194	184.203598	154.394501	157.127258	129.646149	107.703354	126.044312	135.208542	143.528351	125.294373	140.140549	142.666351	144.903275	142.913879	129.05365	129.951813
ANXA1	201.744069	208.854535	219.773909	207.824171	214.835981	139.62635	140.270012	186.835148	207.183642	207.466566	232.6725	260.21369100000004	235.668941	233.071461	220.163258	231.409426	161.637684	163.270034	148.278705	215.47466	223.055777	225.629553
ANXA2	1462.176523	1140.684169	1172.511894	1201.20862	1181.495991	1268.380499	1253.559547	1437.648278	1176.260048	1437.701011	1141.178629	1240.662743	1437.731642	1418.011028	1121.505045	1446.726444	1259.181101	1232.020635	1210.652737	1127.104057	1070.44403	1410.1188960000004
ANXA3	7.4510960000000015	5.614963	8.012655	6.703941	7.828653	17.393801	17.78572	5.519819999999998	6.627694	6.534	12.479543	18.305192	14.315392	14.533328	15.795929999999998	12.609873	23.769267000000006	19.939686	19.290842	13.014818	11.614799	11.808711
ANXA4	13.79145	13.5501	13.977732	13.748467000000002	14.366948999999998	14.606809	14.477793	12.357363	13.716822	13.216562	15.371193	15.339732	16.168976	14.524776999999998	14.426371	14.0398	14.096713	15.279370000000002	15.063548	14.602559	14.845445000000002	15.588781
ANXA5	349.6930270000001	343.9176700000001	361.066991	345.350745	348.033509	305.723334	288.772115	300.600625	346.017317	337.585492	334.538034	351.4920140000001	335.380213	331.158327	314.527345	327.94787	289.090534	290.4961370000001	279.115658	316.042838	316.301732	325.7922450000001
ANXA6	108.689655	107.293994	107.446565	104.989911	109.90859	91.354759	92.53559	110.962417	107.737319	112.540836	108.408635	102.319174	108.926845	108.227548	103.081165	108.255013	91.069829	93.244729	93.685904	112.717942	107.103334	109.453814
ANXA7	31.496	32.506322	33.247529	32.498076	33.396781	32.453481	32.498615	29.65596	31.011902000000006	32.054571	35.780656	36.736799	35.552316	34.009802	34.574611	36.313128000000006	33.497255	33.2512	33.548557	33.764727	33.968876	34.390582
ANXA11	30.12112	28.663114	30.478345	30.087513	27.737679	28.037461	29.153495	29.376621000000004	29.424385	32.680093	32.073133	27.097741	29.942036	32.767339	30.758392	28.111406	27.701089	28.909214	26.325502	33.902526	31.267988	34.000494
AOC2	0.231325	0.227772	0.115637	0.182948	0.33415500000000004	0.202587	0.258474	0.201462	0.156139	0.195223	0.383482	0.233399	0.099219	0.322104	0.258955	0.30688200000000004	0.274436	0.31054	0.47426	0.372779	0.196139	0.28998
AOX1	7.19595	7.4037130000000015	7.683905999999999	7.985967	7.902947	13.125099	13.335271	6.640886	8.091087	7.244578999999999	5.618005	6.4772620000000005	6.602855	6.2996089999999985	6.904528999999999	6.833778999999999	13.340867	13.734498	13.234982999999998	6.460993	6.389961	6.583450999999998
APAF1	6.90675	7.0743839999999985	7.41893	7.550775999999999	8.172175	6.72792	6.41372	6.057562	6.83757	6.547343	6.802919	8.593736999999999	7.848363000000001	7.3953440000000015	7.623685000000001	7.692102	6.958143	6.914523	7.619513	6.578016000000001	6.696246	7.67289
NUDT2	15.349657	14.627083	14.094157	14.345382999999998	13.957888	14.935934	14.590188	14.485461	12.918416	12.363625	13.727124	15.265609	14.914963	13.653682	15.024742000000002	12.93427	15.684829999999998	14.59135	14.725504999999998	15.107943	11.911569	15.177503
APBA1	2.409105	2.652819	2.349199	2.663856	2.603201	3.129556	3.047046	2.364639	2.549456	2.485125	2.4000060000000003	2.2004080000000004	2.119114	2.495737	2.449843	2.129404	3.1484810000000003	3.325131	3.290125	2.541815	2.554489	2.424326
APBA2	14.491989000000002	13.334174	14.387405	14.151814000000002	13.958779000000002	14.254376	14.170585	15.665473	13.831601	14.594297	13.049084	10.019732	13.047232	13.937296	15.111882	13.150629	14.372092000000002	15.784724	14.639326	13.61411	12.941893	13.574912
APBB1	15.313602	16.149407	16.058286	17.344606	17.431341	11.893827	12.136644	17.115996	16.923284	16.391417999999998	15.989318	12.747927	16.059998999999998	16.93072	14.755351999999998	16.53546	11.586791	12.644439	12.964518	17.510791	16.917679999999994	16.149254
APBB2	13.428859	12.872314	13.920273000000002	13.410129	14.191241	15.302353	16.442933	11.826931	13.060039	13.252346	12.316076	12.924913	14.766121	13.39835	14.524512	13.654592999999998	17.184664	17.101511	17.399039000000002	13.562557	12.680149	13.727443
APC	6.4586760000000005	6.4650050000000014	6.332996	5.877655	6.196585	3.832793	3.91832	5.258775	5.6796	6.393165	5.351923	6.727439	6.114315	6.270761	6.188676999999998	5.5689449999999985	4.048348000000002	4.348204	4.2043300000000015	5.645657	5.764322	6.097858
APEH	26.36237	27.644495000000006	26.153623	28.207581	29.325232	31.270204	32.396893	28.285727	27.432806	27.410352000000003	27.07246	24.894371	27.533643	30.247672	28.010188	27.944747	32.205974	33.66295	32.260363	29.635935	29.180765	28.382696000000006
APEX1	111.519416	105.196543	110.569735	102.545891	106.77948700000002	59.528448	60.596184	105.164249	105.813545	106.701205	97.284647	94.896055	92.768539	99.585697	99.650033	99.80044	50.950918	52.517301	49.891982	108.70946	101.56647	98.909001
BIRC2	23.691467000000006	27.250877000000006	26.555086	25.271465	27.109229	22.011627	21.319478	19.050848	25.073996	25.773608	26.220333	30.294301	28.180014	24.942434	26.185401	27.387899	22.421798000000006	22.472464	22.927694	23.436414000000006	24.705437	26.599074
BIRC3	0.828478	0.685296	0.6741050000000001	0.619849	0.6688529999999999	0.746663	1.044515	0.359804	0.746015	0.866035	1.2149530000000002	1.576951	1.578698	1.496587	1.036983	1.574261	1.306918	1.337337	1.367421	0.979116	1.093819	1.300663
XIAP	6.193064	7.127323	7.796299	7.004065	7.374667999999999	7.728388000000002	7.60076	5.184039	7.038792	6.992012	7.815123	8.523315	8.123597	7.594692	7.677752000000001	8.371134	7.740054	7.519091	8.120352	6.200355	7.41799	7.589567999999999
BIRC5	37.250211	37.79846	39.657197	37.068722	37.90973	12.732578	11.86229	34.989952	38.117218	36.454462	41.013279	37.821141	38.680452	39.125936	38.724379	40.3863	13.770173000000002	13.562255	14.495307999999998	41.599956	38.845982	38.862914
APLP1	2.060112	2.049123	2.009558	2.187537	2.124229	2.300093	1.821851	2.202471	1.724416	2.033276	1.525903	1.31544	1.535195	1.292683	1.551608	1.257026	1.648464	1.7141419999999998	2.080473	1.839897	1.64091	1.673311
APLP2	179.176367	170.25728	183.341434	175.84452199999996	179.683739	271.63266	272.038312	162.130749	164.54740900000004	165.77257	173.189279	170.618843	174.902963	181.16539	177.550345	176.818841	255.420892	260.70671400000003	253.560986	174.068944	170.167542	171.793486
APOC1	0.8504809999999999	1.466811	0.976074	1.227137	2.085771	3.2650490000000003	3.556888	1.200604	1.198943	1.636089	0.489397	1.546349	1.2259799999999998	1.159795	0.285277	1.479719	3.805491	3.267979	3.621451	1.656608	1.089124	2.096083
APOD	0.645022	0.443236	0.541018	0.510058	0.666628	1.514068	1.199481	0.474792	0.702624	0.476525	0.586321	0.662804	0.4526310000000001	0.890048	0.55424	0.82158	1.901018	1.6781419999999998	1.542058	0.652732	0.7298720000000001	0.806424
APOE	1.413251	1.303379	1.787561	1.161168	1.7043119999999998	4.038399	2.44862	2.195242	1.194432	1.311602	1.555111	0.662366	1.290125	1.242326	1.48868	1.640475	2.113848	3.024588	2.712346	1.80978	1.619975	0.8702209999999999
APP	277.541247	268.669925	286.0028930000001	267.00186	285.796708	390.852023	380.217653	267.982126	257.772278	255.834205	272.566151	266.693883	272.567002	272.605463	271.605455	277.218703	371.030649	370.02197	366.422391	276.478765	260.645072	267.947867
APRT	61.903639	65.027878	68.234707	75.006485	66.669508	84.579468	80.267284	73.43718	72.466959	67.519288	76.08400300000002	57.902703	69.714737	75.003019	81.47852900000002	72.53088199999998	79.93640500000002	80.86930100000002	78.776088	75.133747	75.9455	71.39298199999998
FAS	3.040278	3.212517	3.24732	3.834577	3.428987	3.503932	3.609116	2.731713	3.285762	3.777299	3.726221	4.060064	3.2934019999999995	2.966755	3.013151	3.235648	3.854393	4.049019	4.032094	3.355858	3.099795	4.037026999999998
SHROOM2	4.527	4.896266000000002	4.389581	4.662582	4.5961349999999985	2.072915	2.23142	4.889862	5.0779830000000015	5.06249	4.47649	3.687323	4.530531	4.010221	3.887723	5.3304269999999985	2.134219	2.047385	2.057239	4.4232879999999986	4.487693	4.821134
AQP1	4.987729	4.082318	3.955676	3.766495	3.738008	0.591436	0.952838	4.812975	4.460795	5.643809	0.6314029999999999	0.480145	0.5146470000000001	0.214438	0.456633	0.34534000000000004	0.23209	0.183315	0.442048	0.644759	0.6141270000000001	0.874921
AQP3	0.581971	0.4343	0.478372	0.435018	0.373219	0.162743	0.060937	0.310136	0.218774	0.5215420000000001	0.374563	0.465045	0.358186	0.281674	0.377089	0.461377	0.13686900000000002	0.082764	0.074482	0.480103	0.342012	0.569613
AR	0.460897	0.4896	0.363367	0.452537	0.380523	0.53487	0.453982	0.415017	0.578929	0.461442	0.420194	0.441429	0.512626	0.300213	0.328548	0.380189	0.4205640000000001	0.4768770000000001	0.452394	0.382833	0.392612	0.44112
ABCC6	0.092889	0.029651	0.036145	0.0	0.118654	0.036019	0.156007	0.083001	0.036792	0.066635	0.009389	0.148489	0.016756	0.006083	0.0	0.065197	0.047948000000000005	0.034113	0.014952000000000003	0.017619	0.047671	0.13401400000000002
ARAF	18.883539000000006	19.908735	19.064798	18.337233	17.60391	16.503425	18.53262	20.608815	16.729072	18.578605	19.42677	17.068253	18.630058	20.790893	20.459284	20.68638	19.032903	19.119416	18.30762	19.628343	21.185345	21.260934
ARCN1	73.930493	76.161422	72.799901	76.45778100000003	76.365432	81.59321800000002	80.251736	63.115276	72.3245	75.084245	76.772425	79.938521	79.291473	75.745745	77.62554399999998	79.279893	84.948346	82.771665	82.315816	71.110523	74.83903000000002	78.620362
TRIM23	2.785238	2.794568	3.156943	2.950728	3.057489	2.968151	3.077592	2.226706	3.029009	2.845541	3.164903	2.964063	2.814177	3.271207	2.8132740000000003	3.689507	3.54419	2.908398	3.38485	2.532911	2.283397	2.962443
AREG	10.759855	11.635585	13.556609	12.979839	12.900941	56.190769	51.208084	10.396655	11.838161	12.031029	16.399353	15.824889	18.149992	17.811356	14.457487	14.751079	42.663139	38.794163	41.815647	15.237646	16.019714	16.641018
ARF1	227.913877	228.436958	231.361479	234.756548	240.641838	229.85512000000003	219.493223	244.162881	233.799142	226.96441	241.865925	217.003605	238.099258	242.901326	239.210832	231.038225	241.611095	247.40724900000004	249.910795	253.259436	241.239649	239.978243
ARF3	46.239472	46.235785	45.725997	46.785988	47.664947	38.299026	36.613211	46.609964	45.379033	44.460528	48.691354	46.6642	46.204388	50.106856	49.209818	47.143597	38.100686	39.390659	39.582067	50.864005	48.361218	51.087806
ARF4	174.230087	175.57728600000004	175.36879	177.499069	171.370193	197.904129	191.37738	142.591446	175.366547	174.404419	190.914291	207.137344	191.938034	184.045441	176.35907	186.884399	207.145523	200.448212	199.624741	175.184402	180.82402	187.791977
ARL4D	3.976959	4.171003	3.401594	3.475331	4.114993	4.901868	4.781613	3.896533	3.846956	3.717519	3.72401	3.908086	4.475821	3.749688	4.099538	3.2398290000000003	4.407972	4.992463	4.428647	4.178054	3.932527	3.979036
ARF5	62.286274	63.692436	62.140984	67.119362	63.369549	56.626915	52.594139	66.906219	59.110596	63.292717	62.250229	51.4659	57.275261	58.582512	59.716492	58.265251	55.02930500000001	55.523521	49.402824	64.015221	65.281685	59.133049
ARF6	42.701283	48.135303	50.844982	47.302319	48.909885	37.761238	36.925789	39.801731	47.174454	46.79858	47.451622	45.050819	48.60363	46.459198	45.870819	47.440178	40.529114	39.674141	39.18890800000001	42.305473	46.389145	48.321365
ARG2	2.603418	2.356162	2.527732	2.380102	2.67011	2.14205	2.161582	2.648743	2.19709	2.366817	3.5064620000000004	3.313739	2.537413	2.466163	3.139319	2.962359	2.3717900000000003	2.615429	2.114044	2.870502	2.570473	2.97399
RHOA	320.20439	325.120408	348.930517	328.1153720000001	318.392196	354.524732	350.969168	290.879747	319.581815	311.347854	328.960413	347.237193	330.94928	318.970687	312.602387	333.767305	353.040695	351.7445600000001	335.506877	318.913073	325.613701	326.135927
RHOB	56.629868	60.12112800000001	63.135498	62.787579	64.599937	55.196903000000006	53.686821	62.11851899999999	59.871414	58.971947	68.083252	48.782181	66.555832	66.77619200000001	59.876862	61.900146	46.285522	48.192551	46.990219	61.97617	65.01778399999999	65.20034
RHOC	272.48701	261.851802	255.739518	266.410564	265.165552	308.660944	306.669018	285.241001	285.532462	267.647417	286.785878	254.423792	266.799138	297.534181	284.522857	268.448308	316.68271	325.037872	316.717869	304.551634	283.0200470000001	273.560329
RND3	28.407297	28.705747	30.859698	28.572342	30.084307	32.692209000000005	34.277584000000004	23.102647	29.919767	27.427083000000003	34.253166	41.112476	35.504405	33.40691	33.11538400000001	33.959589	38.38118400000001	38.925471	37.287115	32.748991	34.622555	34.716399
