Gene_Symbol	C-Pm-01-01_FPKM	C-Pm-01-02_FPKM	C-Pm-01-03_FPKM	C-Pm-1-01_FPKM	C-Pm-1-02_FPKM	C-Pm-1-03_FPKM	C-Pm-10-01_FPKM	C-Pm-10-02_FPKM	C-Pm-10-03_FPKM	C-Pm-C-01_FPKM	C-Pm-C-02_FPKM	C-Pm-C-03_FPKM	C-Pp-01-01_FPKM	C-Pp-01-02_FPKM	C-Pp-1-01_FPKM	C-Pp-1-02_FPKM	C-Pp-1-03_FPKM	C-Pp-10-01_FPKM	C-Pp-10-02_FPKM	C-Pp-10-03_FPKM	C-Pp-C-01_FPKM	C-Pp-C-02_FPKM	C-Pp-C-03_FPKM
ALDH3B1	5.018497	4.518276	4.56546	4.131231	4.403256	4.06032	13.021939	13.8371	13.783	3.596197	4.569063	4.169563	6.722739	6.899719	6.829624000000001	6.9670830000000015	6.283404	16.69181	16.864835999999997	16.766417	6.173942	6.693489	6.156318
ALDH9A1	26.344733	26.710628000000003	27.85909	28.158893	28.066408000000006	28.188924	22.052045	22.934224	20.727642000000003	27.491055	27.964508	27.480567	26.49576	26.526621	25.733328	29.010068	27.948758	20.485738	21.037053	21.543632	25.47796	26.202337	27.637218
ALDH3A2	5.945195	6.573834	6.4798269999999984	6.2454160000000005	7.399975	7.294980000000002	13.428912	11.873774	13.475886	6.871405	7.103799	6.557222	6.633186	7.49011	7.725250999999999	7.074928	7.500762	13.299399	13.121563	13.337708	7.566691	7.37789	7.499484
ALDOA	501.39911100000006	514.2043620000002	530.881497	526.409776	515.9407219999998	482.572304	576.4205929999998	675.893414	593.875983	532.9563730000001	526.793883	518.753145	499.943508	489.50793	495.880147	516.826689	477.140689	551.716543	557.111633	549.345811	466.787347	505.089356	500.659493
ALDOC	4.190381	4.61926	3.539422	4.355676	4.425814	4.972582	19.609501	23.216283	20.373929	4.0404849999999985	4.227221	5.326936	3.337345	3.672392	3.514106	3.704421	3.099355	17.655058	19.779044	18.627935	3.244175	2.980432	3.690653
AKR1B1	57.35384200000001	50.45781	57.314752	56.833004	57.511144	48.597399	71.108068	76.29774300000003	70.005214	57.0351	55.29412900000001	56.330424	60.745	61.538625	65.295808	67.326093	63.269916	95.866358	92.612648	92.937934	66.29373100000001	62.885587	64.913678
ALOX5AP	0.678389	0.805538	0.168787	0.414313	0.633858	0.601907	0.23085100000000006	1.004156	0.454997	0.27697	0.5201439999999999	0.532356	0.71877	0.28423400000000004	0.422562	0.26676500000000003	0.974643	1.019207	1.341897	0.8510549999999999	0.584839	0.440356	0.63165
ALPL	0.640962	0.55713	0.759484	0.540616	0.464986	0.735152	0.775151	0.643779	0.827041	0.860801	0.710809	0.684351	0.360436	0.340572	0.454237	0.521555	0.341166	0.8351709999999999	0.986587	0.801387	0.532403	0.355129	0.254319
AMD1	32.797253000000005	31.616072	33.729306	32.422429	29.78381	35.20111	25.967045	24.843179	23.668453	32.995357	33.576811	32.013925	33.539627	33.985561	33.83599	34.982024	36.014391	28.050984000000003	28.671523	27.828772	34.874388	34.225753999999995	34.607491
AMFR	19.473359	18.360321	18.521458	18.385449	18.803082	18.064068	22.67729	24.647602	24.439635	18.605893	18.719828	19.519431	19.560256	18.60371	19.471428	20.469477	19.017063	24.127475	21.719343	22.857999	19.74672	18.558239	18.47661
AMH	0.06563200000000001	0.224883	0.070001	0.155471	0.15691	0.068361	0.071023	0.076865	0.0	0.025675	0.115543	0.104182	0.150472	0.087866	0.193029	0.072136	0.094005	0.0	0.08148899999999999	0.039631	0.061111	0.151307	0.098898
AMPD2	15.453804000000002	15.3363	14.824623	15.711041	14.762301	15.621349	16.378088	16.780606	16.141853	15.983243	16.248619	16.209993	16.166052	16.277248	16.719571	15.816632	15.350523	15.759626999999998	15.967723	16.907466	16.537553	15.179777	15.685594
AMPD3	1.153483	1.191371	1.338132	1.36911	1.349168	1.647102	2.627783	2.895293	3.197278	1.362388	1.415014	1.231347	1.626055	1.84995	1.7658599999999998	1.394383	1.589803	3.315694	3.27264	3.3986730000000005	1.53179	1.646239	1.7723259999999998
AMPH	0.071937	0.08635	0.050163	0.008387	0.067638	0.051367	0.06765399999999999	0.0	0.059972	0.030769	0.056465	0.078162	0.148109	0.10546300000000003	0.098863	0.093525	0.104676	0.021688	0.050219	0.048982	0.129687	0.074688	0.085642
BIN1	22.864348	24.505791	25.068896	22.658717000000006	23.976384	22.040632	19.153965	20.263031	19.155966	22.001057	23.836381	23.276152	24.057153	26.072273000000006	24.560242	24.363242	23.028887	20.106062	21.124045	19.527209	25.226401	27.074861	25.464636
AMT	0.7745850000000001	0.905339	0.834203	0.781323	0.8564069999999999	0.901034	1.495087	1.70474	1.579459	0.787646	0.778122	0.7679600000000001	0.911089	0.8921120000000001	0.927838	0.67983	0.982144	1.804195	1.29448	1.859514	0.834917	0.972706	1.3461610000000002
AMY2B	0.30143600000000004	0.342824	0.342925	0.313283	0.31018	0.371279	1.025525	0.816607	0.611875	0.234744	0.454079	0.2723	0.410275	0.249511	0.245599	0.475528	0.477001	0.575054	0.68067	0.696811	0.322485	0.425421	0.421222
ANG	1.210321	1.590282	1.518239	1.19771	1.284206	1.064	1.623423	2.152339	1.389227	1.61244	2.078263	1.1791280000000002	1.432811	1.182559	1.915541	2.038647	1.403746	2.041716	2.124981	2.274991	1.005209	1.874841	1.2829270000000002
ANGPT1	3.976348	3.655765	4.119514	4.226687	3.367681	4.453967	5.581403	5.23617	5.376332	3.99676	4.312044	4.591933999999998	5.054921	4.624368	5.105852	5.218797	4.798051	6.539809	5.857931	5.758378	5.554886	5.278265	4.696135
ANGPT2	0.928528	0.816666	0.827369	1.055609	0.988195	1.057641	0.522079	0.488122	0.580711	1.134956	0.769335	0.933991	1.0152370000000002	0.935575	0.914061	0.8759879999999999	0.713284	0.6262479999999999	0.613588	0.757231	0.925979	1.202146	0.8762719999999999
ANK1	0.04358	0.08443400000000001	0.148444	0.079157	0.10469	0.149601	0.22145	0.149289	0.143799	0.10442	0.105869	0.100852	0.14716700000000002	0.131828	0.193413	0.087466	0.138276	0.236786	0.235334	0.235607	0.133298	0.101193	0.142819
ANK2	0.200015	0.315306	0.289331	0.298451	0.285358	0.238627	0.305972	0.385359	0.28025700000000003	0.233581	0.272559	0.276161	0.268905	0.226519	0.26157800000000003	0.24282	0.416525	0.237736	0.291375	0.22785500000000006	0.265909	0.286137	0.25854
ANK3	2.536609	2.890315	2.351486	2.541126	2.472598	2.978011	1.1529459999999998	1.128962	1.177424	2.8476060000000003	2.643946	2.981467	2.563303	2.411042	2.282142	2.397846	2.555537	1.898572	1.223259	1.166578	2.408646	2.406615	2.923247
ANPEP	95.767401	103.683633	101.303778	92.585916	86.80461600000002	92.01176	50.84383	55.59800799999999	54.847176	105.71546200000002	99.873734	96.327138	145.930297	150.412487	139.923686	123.722382	125.077626	75.591891	79.080783	79.921137	139.26859	138.245276	151.252284
SLC25A4	4.0145610000000005	3.922466000000001	4.008838	3.889718	3.637297	3.931952	4.608816	4.707103	4.151736	4.372489	4.119401	3.989699	3.973079	3.825423	3.768645	4.068272	4.534453	3.972617	4.6724440000000005	4.225048	3.956885	3.890038	3.552678
SLC25A5	175.26561	171.723007	174.923889	174.80481	173.86879	170.944046	138.336716	155.293106	141.204437	172.692139	180.048904	168.542755	162.57614099999995	163.78624	168.55299399999996	180.714661	168.505463	145.734222	146.415527	147.618622	164.17189	166.854324	167.17953500000004
SLC25A6	145.259445	143.461777	144.431259	147.47976699999995	142.117401	139.882202	154.655304	174.264282	158.116898	146.781662	146.592178	146.41589399999995	113.600883	111.269836	119.176109	118.974121	110.412125	115.684013	117.671249	112.396851	110.42347	114.645927	112.005653
ANXA1	235.923112	233.858687	241.30494500000003	243.237949	236.421421	241.079315	224.434818	240.683984	230.25187000000003	237.091348	241.373712	233.008197	255.81089100000003	250.789866	257.123446	262.2825	257.41998	227.863046	232.295154	220.249285	272.636499	261.207848	259.50635
ANXA2	1023.273165	1028.155119	1508.515355	1050.465576	1096.122732	1032.167123	1357.701588	1473.728702	1380.4360359999996	1560.165334	1041.502843	1021.177226	930.461102	1393.825555	971.099491	1003.975401	952.885738	871.44964	1335.023266	1273.296666	937.154199	977.933198	896.151067
ANXA3	7.282868	7.139859	7.824247	6.692830000000002	6.983254	7.276264	6.728586999999999	6.933522999999999	6.569228	8.919235	8.146152	8.168005	13.016182	10.732792	10.801701	11.63239	11.370092	7.880025999999999	9.406837	8.655752	11.394623	12.170314	12.645354
ANXA4	17.234932	17.7453	18.386101	17.585603	16.766408	17.926835	16.91815	17.021205	15.207639000000002	17.178333	17.985992	16.799854	17.828518	17.073652	18.018683	18.506954	17.025676	16.477982	17.166373	16.151234	18.010054999999994	18.059714000000003	17.90067
ANXA5	386.39079	376.037425	388.197875	394.021514	390.152889	394.441645	331.006215	356.58744900000005	345.321313	394.296194	403.649821	392.223897	349.55121	361.554315	342.141321	360.0692160000001	357.6647450000001	302.93265	310.950866	308.018817	361.853576	368.423736	362.912189
ANXA6	152.04149099999995	147.234079	154.438816	146.70578	142.40121000000005	148.0222	118.573715	130.131675	120.941191	157.592591	152.105	151.176949	137.829638	140.315621	135.291889	139.890957	138.591448	105.197032	107.109833	104.93385	141.23759099999995	140.626892	141.906981
ANXA7	37.8948	38.544999	38.27485	38.029813	38.588026	38.202835	33.460943	37.100652	35.095295	37.341439	38.64218	36.179282	37.90211400000001	37.409548	37.620373	40.405099	37.226019	36.922844	36.496777	35.657247	41.068082	37.460629	39.853749
ANXA11	31.999341	29.788498	30.127186	32.573446000000004	33.379569000000004	31.478684	32.316062	40.284862	34.929314	30.900764	28.32999	30.127753	29.733438	28.428263	29.882691	31.181964	29.172019	30.189117	33.434602000000005	31.114484	29.15234	31.926975	32.337293
AOC2	0.234691	0.29880100000000004	0.201277	0.214341	0.23087600000000005	0.204696	0.241177	0.332789	0.506371	0.247756	0.158327	0.092273	0.32524699999999995	0.192536	0.360376	0.28441	0.18459	0.332339	0.52446	0.535805	0.27246	0.414137	0.251013
AOX1	4.9924610000000005	4.795617	4.825393	5.2269190000000005	4.870759	5.627337000000002	12.027066	13.347043	13.444143	5.071301	4.959326	4.864659	6.639703	6.401753	6.174862	6.727786999999998	6.39085	15.246938	14.617042	15.507513	6.582464	5.408363	5.646043
APAF1	6.228635	6.363018	6.365611	6.0558760000000005	5.484952	5.949834	6.120374	5.7631190000000005	5.700645	6.735579	6.369621	5.954035	6.982367	6.765629	6.248888	5.978066	6.994573	5.958499	6.408191	5.459552	6.323929	6.392917	6.861181
NUDT2	16.979773	14.652928	13.924624	16.436892999999998	15.392524	17.62716	17.766479999999994	19.47771	17.323558	15.638924	13.172642000000002	15.706677	15.760935	14.916718	15.403856	17.068453	15.665285999999998	18.767743	16.907281	21.047167	14.778148000000002	14.797584	13.902032
APBA1	0.667442	0.5531159999999999	0.6725899999999999	0.570902	0.6113149999999999	0.553671	0.8599680000000001	0.879869	0.614399	0.544293	0.627167	0.5815779999999999	0.756392	0.574897	0.513255	0.645609	0.73218	0.754959	0.650936	0.600533	0.602544	0.465961	0.532995
APBA2	8.53697	8.641927	8.617828	8.903574	9.131138	8.774513	8.610838000000001	9.52863	9.506235	8.54899	9.23266	8.553125	8.962178	8.149386999999999	8.26484	8.304032000000001	8.521716	8.142305	8.078598	8.766086	8.106663000000001	8.253765	8.462482000000001
APBB1	10.581373	10.164725	10.444219	9.992378	8.858488000000003	9.43617	6.7836240000000005	8.084398	6.0838800000000015	9.760658	9.267272	10.314494	9.928804	9.094061	11.641448	8.883358	9.508223	8.058069999999999	7.303742999999999	6.8153190000000015	10.23728	10.413964	8.721737
APBB2	25.38651	24.511653	25.449218	24.693014	22.967196	24.605428	26.647619	26.618761	28.019082	22.742715	27.620039	25.234039000000006	23.815967	22.440964	24.382696	23.788187	27.899391	30.899151	25.963272	25.90621	22.757768	24.468913	25.353374
APC	6.911975	6.667511	5.999579	6.596847	5.900591	6.697676	4.953058	4.016929	4.504875	6.667064999999999	6.919084	6.85885	6.377655	6.602628	6.29986	5.712925	6.440625	4.473054	4.126405	4.2113260000000015	6.808259	6.455754	6.232721
APEH	31.22949	34.050201	31.786065	33.461006	33.02532	33.293144	36.263443	40.136537	36.499023	31.84999	32.708105	31.543303	30.623384	31.360639000000006	31.337086	33.257014	29.075569	34.071308	37.387257	35.71247800000001	27.809379	30.711839	29.121118
APEX1	84.853829	83.248137	84.774823	79.268016	80.824821	82.03187	47.911224	52.834922	46.318101	86.39631800000002	87.694333	85.20564399999998	79.1087	76.620594	79.796947	78.515524	81.821928	47.922166	46.737779	47.569315	83.039753	79.00710600000002	80.156917
BIRC2	16.239009	16.020851	15.505926	16.271824	15.334247	16.470302	18.104214	17.849283	17.437393	15.768666	16.222457000000002	14.559126999999998	17.61461	17.953431	16.518074	17.382866	18.027674	19.946751000000006	20.144357	20.426928	18.149107	16.940814000000003	18.640912
BIRC3	0.420566	0.388042	0.398283	0.469408	0.308192	0.442149	1.568739	1.2808	1.292929	0.429709	0.481135	0.40131	1.199027	1.15228	1.042999	1.028186	0.984078	2.53956	2.545022	2.707814	1.1754	1.239938	1.259218
XIAP	6.915091	7.055745	6.764471	7.205523	6.329109	7.696604	5.902413	6.149399	5.982272	6.860419	7.702477	7.1953429999999985	6.776885000000001	7.472478999999999	6.711716	7.197086	7.033489	5.837280000000002	6.592758	5.618545	7.5270990000000015	7.143161	7.853992999999999
BIRC5	24.69091	26.488649	25.779427	25.623789	24.286907	25.218106	7.292657000000001	8.175088	7.679966999999999	25.398322	26.798534000000004	27.120769	24.005681	25.535525	25.377723	25.905519	25.381684	9.449096	8.649341	8.530127	26.866025	26.265046	24.744296
APLP1	4.437129	4.672807	5.433513	4.828607	5.24638	5.431085	6.345665	6.9346070000000015	6.545082	4.965241000000002	5.221254	6.188515	2.702125	2.732015	2.860978	3.405528	3.334075	4.920138	4.573295	4.790471	3.162567	2.6119	2.480276
APLP2	143.545311	141.742051	141.913935	149.235387	142.316632	152.093696	237.664004	249.544253	247.282569	146.170119	148.53386	142.409952	150.664829	154.533082	155.308594	154.458104	151.982749	228.999553	231.767909	227.350419	150.003196	152.66640900000004	153.962746
APOA1	0.217346	0.15896300000000002	0.164906	0.156493	0.417817	0.262038	0.296868	0.218977	0.09615	0.12698199999999998	0.277305	0.074116	0.245562	0.08402899999999999	0.286277	0.265639	0.17061700000000002	0.308279	0.243946	0.081044	0.27725500000000003	0.183544	0.158581
APOC1	0.392903	0.418672	0.432859	0.274071	0.23895	0.179384	1.266949	3.728121	2.318794	0.8669479999999999	0.535834	0.788406	1.38636	0.594784	0.8627549999999999	0.6235	0.513224	2.487764	4.090562	1.9231	0.806956	0.905653	0.612985
APOD	1.619256	1.418148	1.593718	1.366677	1.119215	0.848567	2.436886	1.269761	1.635105	1.104855	0.785337	0.886338	1.869176	1.09154	1.267407	1.750911	1.7746959999999998	2.110855	1.562338	1.771078	1.886091	1.373334	1.936609
APOE	0.31005	0.301965	0.315118	0.726376	0.357836	0.473754	2.042852	1.498988	1.12316	0.523957	0.282104	0.387125	0.836731	0.891408	0.579372	1.001383	0.33410500000000004	2.080322	1.7847509999999998	1.564326	0.596047	0.5198550000000001	0.914901
APP	176.413818	180.802002	181.353792	186.192397	176.20445700000005	187.890381	240.669518	246.488338	246.065171	181.440621	178.346373	175.506565	174.50311299999996	181.642823	182.826834	181.353868	180.488249	226.793686	232.7727	221.247567	178.875141	180.09649199999996	181.167213
APRT	79.369917	81.244612	85.81522	82.936115	80.465198	80.227663	81.064346	92.904095	79.77466	84.13694699999998	80.69470600000002	82.351238	72.696163	72.029863	76.903633	79.438549	72.55273199999998	96.233179	95.213621	96.951074	76.321074	75.868977	70.235127
FAS	5.739984	6.0385620000000015	5.632061	5.28948	5.283964	5.585196	4.990318	6.253664	5.3648	5.801431	5.954035	5.584077	6.053205	6.384295	6.207875	6.604794999999998	6.477928	6.20734	6.648003	6.298508999999999	7.0253770000000015	6.476755000000002	6.793583
SHROOM2	2.999488	2.999238	3.060396	3.0198240000000003	3.062222	2.873912	2.307195	2.548757	2.700653	3.046149	3.011011	2.7455130000000003	4.011698	3.788288	3.449089	3.043313	3.4374480000000003	3.40762	3.270894	3.368992	3.261755	3.74777	3.535785
AQP1	0.109298	0.350704	0.164598	0.229949	0.142886	0.146515	0.122306	0.14974	0.050909	0.28821	0.157143	0.166149	0.043596	0.129953	0.138566	0.064638	0.177394	0.0	0.0	0.055261000000000005	0.067228	0.132064	0.183735
AQP3	0.181515	0.264877	0.114766	0.178154	0.248068	0.32208000000000003	0.18238	0.333365	0.100862	0.509886	0.254879	0.169509	0.263906	0.120506	0.043585000000000006	0.225253	0.090351	0.109971	0.103572	0.085293	0.26410900000000004	0.073297	0.16575
AR	0.456392	0.526673	0.600374	0.448559	0.574457	0.5141560000000001	0.738938	0.599875	0.768642	0.512473	0.500315	0.609966	0.341491	0.391881	0.381814	0.362782	0.340725	0.59845	0.552595	0.580378	0.447243	0.44165	0.419523
ARAF	21.097335	19.679696	20.682034	21.173318	18.422013	17.867658	18.533629	21.865964	21.557883	20.317515	18.292761	21.194445	22.370846	22.157999	23.038332	22.333904	21.300255	18.458276	19.839948	19.494637	22.218518	20.266578	22.866335
ARCN1	80.164627	81.094837	83.701495	82.50121800000002	74.73585899999998	81.557401	78.598787	79.229311	80.811196	82.30759300000003	83.929622	80.14325799999997	81.54512	83.10668100000002	80.08721	80.561066	84.42085	83.648987	81.910399	82.989639	82.321791	84.565595	84.427835
TRIM23	3.979961	3.743271	3.302506	3.941195	3.350253	3.5009050000000004	4.09586	3.521433	3.173353	3.908932	3.818317	3.879836	3.598376	3.163872	3.3693160000000004	3.713742	3.813314	3.3144050000000003	3.372221	3.2975730000000003	3.97184	3.780263	3.753107
AREG	5.125764	4.883799	4.498084	6.496845	7.072864999999998	6.313764	7.250858999999998	7.995559	10.143238	4.82339	5.314712	5.082601	28.317766	30.652592	26.794245	25.936876	23.208794	12.026295	13.240798000000002	13.065008	25.365629	29.629833	28.545116
ARF1	232.785584	239.236492	251.944107	237.14877400000003	234.592268	229.404798	219.176404	236.541249	216.91814	250.066876	241.07453	237.04814700000003	254.079441	244.625023	256.413613	251.162005	247.40213	233.625437	248.158965	231.343487	246.315123	250.420853	251.296161
ARF3	45.528053	44.869497	47.71468	46.292993	44.590317	44.737135	33.783735	33.395184	34.10707	46.168945	48.866522	43.990929	45.641998	43.210287	45.5936	43.41401	45.036828	34.559368	33.807967	32.48359	44.77798	44.848077	43.874598
ARF4	227.081787	223.418945	229.013977	227.449814	226.616241	225.379959	214.703781	232.454132	219.521805	238.228424	234.278458	226.094193	223.818756	224.722702	216.824219	231.751526	225.557831	234.019363	236.285614	229.51969900000003	230.70729100000003	231.564484	234.839188
ARL4D	1.197535	2.079767	1.818703	1.465088	1.49929	1.717482	2.78967	2.125525	2.207131	1.433224	1.59486	1.934868	1.602882	2.030005	2.194548	2.245761	2.385482	2.746756	3.507032	2.655059	2.046223	1.508742	1.514678
ARF5	52.583187	54.265049	55.176003	52.65869100000001	53.72899200000001	50.426117	45.792423	50.881413	44.343174	54.660816	54.821865	52.9916	51.591408	53.213284	54.150829	57.294987	53.363239	54.445446	52.61004300000001	48.004551	53.65849300000001	53.589287	55.919659
ARF6	49.781475	48.876461	51.072277	49.397999	46.301003	49.24446500000001	44.874729	46.35754	45.698566	48.108826	48.285286	48.88895	49.206055	48.64927700000001	48.089626	49.707424	47.677742	46.651951	46.170731	44.85681500000001	50.09874	49.759125	51.608242
ARG2	1.937089	1.457738	1.234398	1.469891	1.210153	1.247926	1.097903	0.8715299999999999	0.979025	0.968665	1.1881	1.353866	1.233518	1.290316	1.017427	1.3638860000000002	1.233515	0.8286690000000001	0.692214	0.744537	1.300497	1.340423	1.008816
RHOA	326.021598	316.739219	334.597654	321.308113	320.17085	323.3359240000001	338.560725	376.808824	343.771469	334.48363	331.499065	321.4089160000001	333.686603	329.609032	331.574089	333.448938	330.383788	361.880876	359.026929	360.760921	341.776965	320.403316	357.430235
RHOB	40.109875	39.430763	40.564358	37.977581	36.946095	37.917843	46.714649	47.14369600000001	47.210606	38.208813	39.33083	40.17881	48.810226	47.009163	46.9314	49.367138	49.067715	52.341541	49.643074	55.048977	46.31134	42.693226	48.429035
RHOC	304.229194	315.2521700000001	308.924453	302.936208	295.055971	305.023778	293.59284	339.099133	301.492679	314.943842	322.713163	315.15568	308.574072	304.840992	312.390506	309.145301	289.258828	358.050355	359.871665	349.587927	311.093522	292.468864	299.514721
RND3	38.929743	39.937592	39.460737	42.610167	41.690612	41.981927	44.658538	49.02571500000001	46.267422	40.353847	41.524279	40.692422	44.193343	45.015116	42.938771	46.05332	43.349009	43.905855	48.224628	45.045157	46.911603	43.84079600000001	44.409363
